"","CASE","SERIAL","REF","QUESTNNR","MODE","STARTED","BF01_01","BF01_02","BF01_03","BF01_04","BF01_05","BF01_06","BF01_07","BF01_08","BF01_09","BF01_10","BF01_11","BF01_12","BF01_13","BF01_14","BF01_15","CP01_01","CP01_02","CP01_03","CP01_04","CP01_05","CP01_06","CP01_07","CP01_08","CP01_09","CP01_10","CP01_11","DD01_01","DD02","DD03","DD04","NA01_01","NA01_02","NA01_03","NA01_04","NA01_05","NA01_06","NA01_07","NA01_08","NA01_09","NA01_10","NA01_11","NA01_12","NA01_13","NA01_14","NA01_15","NA01_16","NA01_17","NA01_18","NP01_01","NP01_02","NP01_03","NP01_04","NP01_05","NP01_06","NP01_07","NP01_08","NP01_09","NP01_10","NP01_11","NP01_12","NP01_13","NP01_14","NP01_15","NP01_16","SE01_01","SE01_02","SE01_03","SE01_04","SE01_05","SE01_06","SE01_07","SE01_08","SE01_09","SE01_10","TIME001","TIME002","TIME003","TIME004","TIME005","TIME006","TIME007","TIME008","TIME_SUM","MAILSENT","LASTDATA","FINISHED","Q_VIEWER","LASTPAGE","MAXPAGE","MISSING","MISSREL","TIME_RSI"
"319",799,NA,NA,"NARQ","interview",2024-11-27 10:19:23,4,5,2,4,4,3,2,2,2,1,3,3,4,4,4,2,2,2,1,2,3,4,4,1,2,2,21,1,2,1,4,3,3,2,6,1,6,4,1,1,1,1,1,1,1,4,1,4,2,1,1,2,2,2,1,2,1,2,2,1,2,1,2,1,3,1,4,4,1,1,4,3,1,4,9,21,209,261,112,87,45,5,749,NA,2024-11-27 10:31:52,1,0,8,8,0,0,1.17
"320",800,NA,NA,"NARQ","interview",2024-11-27 10:22:13,3,4,1,2,4,1,2,1,1,1,4,4,5,5,4,1,1,2,3,4,3,5,4,2,3,3,54,1,2,5,5,3,3,1,6,1,4,4,1,1,3,1,1,1,2,4,1,5,2,1,1,2,2,2,1,1,1,2,2,1,2,1,2,1,4,1,3,4,1,1,4,1,2,4,62,23,126,152,94,121,49,14,641,NA,2024-11-27 10:32:54,1,0,8,8,1,1,0.85
"321",802,NA,NA,"NARQ","interview",2024-11-27 10:59:49,2,4,3,4,2,3,3,4,4,2,4,1,4,2,3,4,4,2,3,2,2,4,4,1,1,5,20,1,2,1,6,3,6,1,3,6,4,5,6,6,3,2,6,1,5,4,5,4,2,2,2,1,1,2,1,2,1,2,1,2,1,2,2,2,2,3,3,3,1,3,3,3,2,3,29,21,100,173,274,193,53,14,857,NA,2024-11-27 11:14:06,1,0,8,8,1,1,0.79
"322",803,NA,NA,"NARQ","interview",2024-11-27 11:00:22,3,5,2,5,3,4,1,2,2,2,5,3,5,4,4,4,4,3,2,3,3,4,5,2,1,5,27,1,2,5,4,3,2,4,6,2,4,3,1,1,6,4,1,1,4,5,1,6,1,1,1,2,2,1,2,2,1,2,2,2,2,1,2,1,3,2,4,3,1,1,3,4,1,3,31,17,122,68,234,102,5665,17,650,NA,2024-11-27 12:44:39,1,0,8,8,0,0,0.82
"323",804,NA,NA,"NARQ","interview",2024-11-27 11:03:20,4,4,3,5,5,2,3,3,4,4,4,2,3,2,4,3,3,4,3,3,3,4,4,2,3,3,21,1,1,1,3,4,4,5,3,3,3,3,4,4,5,5,4,3,4,3,3,4,1,2,2,1,2,2,2,2,1,2,2,2,2,1,1,2,3,3,3,2,4,4,2,4,4,2,12,23,83,111,57,150,50,11,497,NA,2024-11-27 11:11:37,1,0,8,8,1,1,1.1
"324",806,NA,NA,"NARQ","interview",2024-11-27 11:14:24,2,4,1,5,3,4,4,2,3,2,3,2,4,4,3,3,4,3,2,5,3,5,5,5,4,5,20,1,2,1,3,2,3,4,6,2,5,3,1,1,6,3,1,1,3,3,2,4,2,2,2,1,2,2,1,1,1,1,1,2,2,1,1,2,3,3,3,3,1,1,4,4,1,3,3,14,81,123,71,79,45,14,430,NA,2024-11-27 11:21:34,1,0,8,8,0,0,1.44
"325",807,NA,NA,"NARQ","interview",2024-11-27 11:14:49,4,4,4,5,2,3,2,5,5,1,3,2,4,2,2,4,4,5,3,3,2,2,4,2,3,5,21,2,2,1,2,1,2,2,6,5,2,2,3,5,6,2,4,2,2,1,1,5,1,2,1,2,2,1,1,2,1,2,1,1,2,1,2,1,2,2,3,4,2,2,3,3,3,2,7,25,118,178,155,398,83,104,1068,NA,2024-11-27 11:32:37,1,0,8,8,0,0,0.69
"326",808,NA,NA,"NARQ","interview",2024-11-27 11:15:07,3,4,5,4,2,5,4,5,3,4,3,2,5,2,4,4,4,3,3,3,4,4,4,5,4,5,20,1,2,1,6,4,-9,3,4,5,6,4,4,5,6,3,4,1,3,4,2,5,1,2,1,1,1,2,1,2,1,2,1,2,2,2,1,1,2,3,3,3,2,2,3,4,2,2,7,22,90,174,37,85,49,19,483,NA,2024-11-27 11:23:10,1,0,8,8,1,1,1.19
"327",811,NA,NA,"NARQ","interview",2024-11-27 11:45:04,2,5,2,3,4,5,2,2,2,3,4,3,5,4,4,2,2,2,4,2,2,4,3,2,2,5,21,1,2,1,5,5,6,3,4,1,5,6,1,1,3,2,1,1,4,5,1,6,2,2,2,2,1,2,2,1,2,2,1,1,1,2,2,2,3,1,4,4,1,1,4,2,2,4,63,16,114,152,208,123,293,25,994,NA,2024-11-27 12:01:39,1,0,8,8,0,0,0.66
"328",812,NA,NA,"NARQ","interview",2024-11-27 11:49:44,4,4,3,3,3,3,4,3,3,2,3,4,4,3,3,2,2,2,3,4,3,3,3,3,4,3,48,1,2,3,4,1,2,2,4,1,5,2,1,2,3,1,4,1,1,2,1,6,1,1,1,1,2,2,1,2,1,1,2,1,2,1,1,1,2,2,3,2,2,2,2,3,3,3,14,41,169,170,95,138,81,45,753,NA,2024-11-27 12:02:17,1,0,8,8,0,0,0.65
"329",813,NA,NA,"NARQ","interview",2024-11-27 11:51:41,3,4,2,4,5,3,1,2,1,3,4,2,5,4,5,4,3,4,2,2,2,2,-9,3,2,5,29,2,2,5,3,6,4,2,6,2,6,4,1,2,5,1,2,2,5,3,1,6,1,1,2,2,1,2,1,2,1,2,2,1,1,1,1,1,3,2,2,3,3,1,3,3,3,4,7,17,158,86,34,124,42,18,486,NA,2024-11-27 11:59:47,1,0,8,8,1,1,1.24
"330",814,NA,NA,"NARQ","interview",2024-11-27 12:37:33,2,5,2,2,5,2,1,3,1,3,4,5,5,5,5,3,1,4,3,3,3,3,3,1,3,3,60,1,2,3,5,3,2,3,5,1,4,3,1,1,4,1,2,1,1,1,1,4,1,1,2,2,2,2,1,2,1,2,1,1,2,1,2,1,3,1,3,3,1,1,4,4,3,4,44,70,183,167,104,152,90,35,845,NA,2024-11-27 12:51:38,1,0,8,8,0,0,0.54
"331",819,NA,NA,"NARQ","interview",2024-11-27 12:52:46,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,5,4,NA,NA,NA,NA,15,NA,2024-11-27 12:53:01,0,0,4,4,100,100,3
"332",821,NA,NA,"NARQ","interview",2024-11-27 13:07:30,5,5,5,5,5,3,4,4,1,3,4,3,3,3,3,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,21,2,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,23,139,7,2,NA,NA,NA,174,NA,2024-11-27 13:10:24,0,0,5,5,60,60,2.11
"333",822,NA,NA,"NARQ","interview",2024-11-27 13:07:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,32,NA,NA,NA,NA,NA,NA,41,NA,2024-11-27 13:08:24,0,0,2,2,0,0,0.99
"334",823,NA,NA,"NARQ","interview",2024-11-27 13:07:55,3,5,2,5,5,4,4,4,3,2,5,5,5,2,5,1,1,1,1,4,1,2,2,1,1,5,39,1,1,1,3,4,2,1,6,1,2,2,1,1,4,1,2,1,3,3,1,5,1,1,1,2,2,2,1,-9,1,2,2,1,2,1,2,1,3,4,3,3,3,3,3,4,4,4,18,43,151,111,74,205,99,52,753,NA,2024-11-27 13:20:28,1,0,8,8,1,1,0.63
"335",824,NA,NA,"NARQ","interview",2024-11-27 13:08:56,3,5,1,2,3,2,3,2,1,1,4,2,4,3,4,3,4,1,2,4,1,4,1,1,1,3,22,1,1,1,6,3,3,1,5,1,2,3,1,1,3,1,1,1,6,3,1,5,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9,-9,1,-9,1,2,4,1,4,4,2,-9,4,4,1,4,10,158,70,79,39,77,47,27,370,NA,2024-11-27 13:17:23,1,0,8,8,17,17,1.13
"336",828,NA,NA,"NARQ","interview",2024-11-27 13:53:43,2,4,2,2,4,4,2,2,2,2,4,4,4,4,4,2,3,2,2,2,2,3,2,1,1,4,41,2,2,3,4,3,3,2,6,1,5,4,4,1,3,1,1,1,5,5,1,5,1,1,2,1,1,2,1,2,1,1,2,1,2,1,2,1,4,2,4,4,4,2,4,3,1,4,58,35,137,161,108,135,77,65,776,NA,2024-11-27 14:06:39,1,0,8,8,0,0,0.58
"337",829,NA,NA,"NARQ","interview",2024-11-27 14:15:05,3,5,1,5,5,5,5,1,5,1,5,3,5,5,5,5,5,5,1,5,1,5,5,1,5,1,24,2,2,1,6,4,6,1,6,1,6,1,1,1,1,1,6,1,1,6,6,6,2,2,1,2,2,2,1,1,1,1,1,1,1,1,2,1,4,4,1,2,4,4,4,4,4,4,11,18,419,117,81,169,70,27,912,NA,2024-11-27 14:30:17,1,0,8,8,0,0,0.8
"338",832,NA,NA,"NARQ","interview",2024-11-27 14:40:34,4,3,2,4,4,4,3,3,4,4,4,2,4,3,4,1,1,3,1,2,3,3,4,1,4,3,45,1,2,3,4,2,3,2,3,2,5,4,2,1,5,2,3,1,3,1,1,3,1,2,2,2,1,2,1,2,1,1,2,2,2,1,2,2,3,2,3,2,3,2,3,2,3,2,41,20,163,224,113,237,132,11,941,NA,2024-11-27 14:56:15,1,0,8,8,1,1,0.71
"339",834,NA,NA,"NARQ","interview",2024-11-27 16:03:30,4,4,3,3,4,1,1,2,3,2,4,4,4,4,4,2,2,2,1,2,2,3,4,1,1,3,31,1,2,5,4,3,3,3,4,2,4,3,2,-9,4,2,2,1,-9,3,2,4,1,1,1,2,2,2,1,1,1,2,2,-9,2,1,2,1,3,2,3,4,1,1,3,3,2,4,63,44,111,161,84,161,327,33,984,NA,2024-11-27 16:19:55,1,0,8,8,4,4,0.55
"340",838,NA,NA,"NARQ","interview",2024-11-27 16:37:03,1,5,1,5,5,5,4,1,3,2,5,5,5,2,5,1,1,1,1,2,4,5,5,1,1,1,45,1,2,3,6,6,6,1,6,1,6,6,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,4,1,4,4,1,1,4,3,3,2,43,25,353,91,65,271,56,35,939,NA,2024-11-27 16:52:42,1,0,8,8,0,0,0.69
"341",840,NA,NA,"NARQ","interview",2024-11-27 16:54:08,3,4,3,3,3,5,4,1,1,1,4,4,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,1,2,3,3,3,3,1,3,1,3,4,1,1,4,1,1,1,6,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,21,140,163,NA,NA,NA,NA,355,NA,2024-11-27 17:00:03,0,0,4,4,0,0,0.68
"342",843,NA,NA,"NARQ","interview",2024-11-27 16:57:06,2,4,2,4,5,4,2,1,3,1,4,4,3,3,4,2,1,3,1,2,2,4,3,3,1,4,34,2,2,5,4,2,3,2,5,1,5,2,2,1,2,1,4,1,1,1,1,5,1,2,1,2,1,2,1,2,1,2,1,1,2,1,2,1,4,1,4,4,3,2,4,3,2,3,58,19,136,99,54,138,68,12,584,NA,2024-11-27 17:06:51,1,0,8,8,1,1,0.94
"343",846,NA,NA,"NARQ","interview",2024-11-27 17:10:51,5,3,3,2,5,3,3,4,5,2,2,1,4,3,3,4,4,2,1,2,3,2,2,1,1,4,27,1,2,3,4,2,2,1,3,3,1,3,3,3,4,1,5,1,1,1,1,2,1,1,1,2,1,2,1,2,1,2,2,2,2,1,2,1,2,2,3,2,3,2,3,3,2,3,396,106,324,468,206,342,233,14,1705,NA,2024-11-27 17:45:40,1,0,8,8,1,1,0.38
"344",847,NA,NA,"NARQ","interview",2024-11-27 18:21:56,4,4,2,2,4,4,2,1,1,1,5,3,5,4,4,4,4,2,1,1,3,4,2,1,1,4,61,2,1,5,5,4,4,2,6,2,5,5,1,1,2,1,1,1,5,5,1,3,1,1,1,1,2,2,1,1,2,2,2,2,2,1,2,1,3,2,3,3,1,1,3,2,1,3,35,52,142,139,83,280,76,13,820,NA,2024-11-27 18:35:37,1,0,8,8,1,1,0.7
"345",849,NA,NA,"NARQ","interview",2024-11-27 20:22:12,3,5,3,3,5,3,2,4,2,1,4,4,4,4,3,2,1,1,1,1,1,1,1,1,1,3,28,1,2,3,3,1,2,1,4,1,2,2,1,1,1,1,1,1,1,1,1,4,1,1,1,2,2,2,1,2,1,2,2,1,2,1,2,1,3,2,3,3,1,1,4,3,2,4,8,31,83,71,12401,111,48,31,440,NA,2024-11-27 23:55:17,1,0,8,8,0,0,0.97
"346",851,NA,NA,"NARQ","interview",2024-11-27 20:59:44,1,5,3,2,5,4,2,3,2,2,4,4,4,4,3,3,3,4,3,3,4,3,4,2,2,1,47,1,2,3,6,3,4,2,5,1,6,6,1,2,4,2,2,1,3,4,1,6,1,2,2,1,1,2,1,2,1,2,2,2,2,1,2,2,3,1,4,4,2,1,4,1,2,4,20,19,82,100,64,135,79,26,525,NA,2024-11-27 21:08:29,1,0,8,8,0,0,0.9
"347",854,NA,NA,"NARQ","interview",2024-11-27 21:37:33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,60,NA,NA,NA,NA,NA,NA,72,NA,2024-11-27 21:40:06,0,0,2,2,0,0,0.24
"348",856,NA,NA,"NARQ","interview",2024-11-27 21:42:03,3,4,2,3,4,1,1,1,3,1,5,2,5,3,3,3,3,4,2,4,1,3,3,1,3,5,46,1,2,5,5,1,5,1,6,1,3,3,1,1,2,1,1,1,2,2,1,5,1,1,1,1,2,2,1,2,1,2,2,1,2,1,2,1,3,1,3,3,2,1,4,3,2,4,9,17,126,124,109,189,78,38,690,NA,2024-11-27 21:53:33,1,0,8,8,0,0,0.83
"349",857,NA,NA,"NARQ","interview",2024-11-27 21:52:04,1,4,3,3,5,5,3,1,3,4,4,3,5,3,4,2,2,4,3,2,3,4,3,3,3,3,47,1,2,5,4,4,4,1,5,1,4,4,1,1,4,1,1,1,6,5,1,5,1,1,2,1,1,2,1,2,1,2,2,2,1,2,2,2,3,1,4,3,1,1,4,2,1,3,30,17,91,105,97,169,63,13,585,NA,2024-11-27 22:01:49,1,0,8,8,1,1,0.93
"350",858,NA,NA,"NARQ","interview",2024-11-27 22:07:25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,6,NA,2024-11-27 22:07:32,0,0,2,2,100,100,3
"351",860,NA,NA,"NARQ","interview",2024-11-27 22:10:27,3,4,4,2,4,3,3,4,2,2,3,4,3,4,3,2,2,3,2,2,2,4,3,1,1,5,34,2,2,5,5,3,4,2,5,1,4,3,1,1,4,2,1,1,3,3,1,4,1,1,1,1,2,2,1,2,1,2,2,1,2,1,2,1,3,2,3,3,3,2,3,4,3,3,5,13,131,121,75,259,70,22,696,NA,2024-11-27 22:22:03,1,0,8,8,1,1,1.07
"352",861,NA,NA,"NARQ","interview",2024-11-27 22:24:00,5,4,5,5,5,5,4,5,5,3,3,2,4,3,3,4,4,1,2,5,4,4,5,2,3,5,21,1,1,1,5,5,3,5,6,6,4,6,6,6,6,4,3,1,4,4,6,6,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,3,4,2,3,3,4,3,4,4,4,6,177,54,65,58,166,28,43,441,NA,2024-11-27 22:33:57,1,0,8,8,0,0,1.22
"353",862,NA,NA,"NARQ","interview",2024-11-28 00:57:51,3,5,2,3,4,4,2,3,4,3,3,2,4,3,4,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,49,1,2,2,4,4,2,3,4,2,2,4,2,1,3,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,19,36,151,115,2,5,3,NA,331,NA,2024-11-28 01:03:22,0,0,7,7,59,60,1.68
"354",865,NA,NA,"NARQ","interview",2024-11-28 01:46:08,5,-9,-9,-9,5,5,-9,-9,-9,-9,5,5,5,-9,5,-9,5,5,5,-9,-9,-9,-9,-9,-9,-9,74,1,2,5,6,6,-9,-9,6,-9,-9,-9,6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,-9,-9,2,-9,2,1,1,-9,1,-9,-9,-9,3,-9,-9,-9,4,3,-9,4,23,77,132,39,46,80,70,11,478,NA,2024-11-28 01:54:07,1,0,8,8,61,61,1.21
"355",867,NA,NA,"NARQ","interview",2024-11-28 04:29:22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,25,NA,NA,NA,NA,NA,NA,37,NA,2024-11-28 04:29:59,0,0,2,2,0,0,0.92
"356",870,NA,NA,"NARQ","interview",2024-11-28 05:58:57,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,41,7,25,16,13,31,10,7,150,NA,2024-11-28 06:01:27,1,0,8,8,100,100,2.64
"357",873,NA,NA,"NARQ","interview",2024-11-28 07:56:12,4,3,1,3,3,5,2,4,2,4,5,3,5,3,5,4,4,3,3,4,3,3,5,3,1,2,48,1,2,1,6,6,5,3,6,2,5,5,3,3,6,6,4,4,6,6,4,5,1,2,2,2,2,2,2,2,1,2,1,2,1,1,2,2,3,4,3,4,3,3,3,4,4,2,19,30,117,106,81,120,60,28,561,NA,2024-11-28 08:05:33,1,0,8,8,0,0,0.82
"358",875,NA,NA,"NARQ","interview",2024-11-28 10:07:46,2,4,2,3,-9,1,2,2,1,1,3,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,2,2,3,4,4,4,2,5,2,4,4,2,1,3,1,2,1,4,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,34,137,134,NA,NA,NA,NA,379,NA,2024-11-28 10:14:05,0,0,4,4,3,3,0.56
"359",880,NA,NA,"NARQ","interview",2024-11-28 10:19:00,4,5,3,5,3,4,1,1,3,2,-9,2,5,3,4,5,5,3,3,3,4,4,4,3,4,3,31,1,2,5,4,2,3,4,5,2,4,3,2,2,6,3,2,1,2,2,1,5,1,2,1,1,2,2,1,2,1,1,1,1,2,1,2,1,3,2,3,3,2,2,-9,3,3,3,7,14,64,63,45,98,88,45,424,NA,2024-11-28 10:26:04,1,0,8,8,3,3,1.25
"360",884,NA,NA,"NARQ","interview",2024-11-28 13:59:58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,18,NA,NA,NA,NA,NA,NA,26,NA,2024-11-28 14:00:24,0,0,2,2,0,0,1.33
"361",887,NA,NA,"NARQ","interview",2024-11-28 15:27:46,2,4,2,4,4,4,4,2,2,1,4,2,5,4,5,4,3,4,3,2,2,5,4,1,2,5,21,2,2,1,4,2,4,3,5,1,5,3,1,1,2,1,4,1,1,4,1,6,2,2,1,1,1,2,1,2,1,2,1,2,2,2,1,1,3,1,3,4,1,1,4,1,1,3,30,20,89,94,91,110,46,12,492,NA,2024-11-28 15:35:58,1,0,8,8,0,0,1.04
"362",888,NA,NA,"NARQ","interview",2024-11-28 15:49:33,1,5,2,2,5,3,1,2,2,2,5,3,5,4,5,1,1,1,1,1,1,1,1,1,1,2,49,1,1,3,6,2,1,1,6,1,6,5,1,1,1,1,1,1,2,3,1,6,-9,-9,2,1,2,-9,2,1,2,2,1,2,2,2,2,2,3,2,3,3,2,1,3,3,1,4,4,23,329,368,67,302,94,34,1221,NA,2024-11-28 16:09:54,1,0,8,8,5,5,0.87
"363",891,NA,NA,"NARQ","interview",2024-11-28 19:28:20,3,4,1,5,5,3,3,2,3,3,3,4,5,5,4,2,2,3,1,2,1,2,3,1,1,3,NA,1,2,2,4,2,2,1,3,3,3,2,3,1,2,1,1,1,1,2,1,4,1,1,1,2,2,2,1,2,1,2,2,2,2,1,2,1,2,2,2,3,3,3,3,3,3,3,5,85,190,161,122,201,104,11,879,NA,2024-11-28 19:42:59,1,0,8,8,3,2,0.91
"364",897,NA,NA,"NARQ","interview",2024-11-29 07:06:43,2,3,3,4,4,4,3,3,3,2,3,4,3,3,2,5,5,3,4,2,4,3,5,2,3,4,31,2,2,5,4,4,5,3,6,4,4,4,3,5,5,5,6,1,4,5,1,5,2,1,1,1,1,2,2,2,1,1,1,1,2,1,2,1,3,2,3,4,4,1,4,4,2,3,2,14,259,328,68,940,53,23,866,NA,2024-11-29 07:34:50,1,0,8,8,0,0,1.02
"365",898,NA,NA,"NARQ","interview",2024-11-29 09:32:08,4,4,3,3,2,4,4,4,4,2,3,3,5,3,5,2,1,2,1,1,1,1,1,1,1,3,35,1,2,3,5,2,2,1,5,2,5,2,1,1,3,1,1,1,4,3,1,4,1,1,1,2,2,2,1,2,1,1,2,1,2,1,2,1,3,2,3,3,2,3,3,4,4,2,8,16,79,66,40,77,34,45,365,NA,2024-11-29 09:38:15,1,0,8,8,0,0,1.35
"366",899,NA,NA,"NARQ","interview",2024-11-29 12:55:13,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,31,7,7,NA,NA,NA,NA,79,NA,2024-11-29 12:56:32,0,0,4,4,100,100,1.76
"367",900,NA,NA,"NARQ","interview",2024-11-29 14:21:37,3,3,5,5,5,5,5,5,4,1,2,4,3,1,4,4,4,2,4,2,5,4,4,2,1,5,19,1,2,1,3,4,3,6,4,5,5,3,3,5,6,6,2,1,3,3,5,3,1,2,2,1,1,1,1,2,1,2,1,2,1,1,2,1,2,3,2,2,2,3,3,4,2,2,12,12,68,71,34,69,37,10,313,NA,2024-11-29 14:26:50,1,0,8,8,0,0,1.58
"368",904,NA,NA,"NARQ","interview",2024-11-30 17:07:16,1,5,1,5,5,5,3,1,1,5,5,2,5,5,5,3,3,3,2,5,1,3,3,1,1,5,43,1,2,3,6,6,1,1,6,1,6,6,1,1,1,1,1,1,6,3,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,32,100,131,99,NA,NA,NA,385,NA,2024-11-30 17:13:43,0,0,5,5,0,0,0.7
"369",907,NA,NA,"NARQ","interview",2024-12-01 12:34:20,5,4,1,1,5,1,4,2,1,2,5,5,4,5,5,1,1,2,5,4,5,5,5,5,4,5,28,2,2,3,6,1,4,1,2,3,6,5,1,1,1,1,6,3,1,6,5,6,1,2,-9,1,1,2,2,1,1,2,1,2,2,2,2,1,4,1,4,4,1,1,4,1,1,4,95,20,138,239,122,390,132,17,1070,NA,2024-12-01 12:53:34,1,0,8,8,1,1,0.59
"370",909,NA,NA,"NARQ","interview",2024-12-02 17:44:48,4,3,5,5,5,2,4,5,5,4,3,2,2,2,4,2,2,4,2,2,3,1,2,1,2,5,37,2,2,5,3,4,4,3,4,5,2,3,5,4,5,3,5,4,2,4,5,2,1,1,1,2,2,2,1,2,1,1,2,1,2,1,2,1,1,4,1,1,3,4,2,4,4,1,34,24,58,115,70,108,42,5,456,NA,2024-12-02 17:52:24,1,0,8,8,1,1,1.26
"371",910,NA,NA,"NARQ","interview",2024-12-02 18:26:02,2,3,3,4,4,1,2,3,4,1,1,3,4,4,3,1,1,1,1,1,1,1,3,1,1,5,21,2,2,1,2,1,1,2,3,2,4,2,1,1,1,3,1,1,1,2,1,4,1,1,1,2,2,2,1,2,1,2,2,1,2,1,2,1,2,4,2,2,1,3,2,3,3,2,3,14,68,89,43,96,54,21,388,NA,2024-12-02 18:32:30,1,0,8,8,0,0,1.46
"372",911,NA,NA,"NARQ","interview",2024-12-02 21:07:06,3,2,4,2,3,3,5,5,4,3,2,3,3,2,2,2,2,2,3,2,2,2,4,2,4,4,29,2,2,1,3,1,2,2,2,4,3,2,3,2,4,1,1,2,1,1,3,2,1,1,1,2,2,1,2,2,1,2,2,1,2,1,2,1,2,3,2,2,3,3,3,4,3,2,43,32,122,122,66,135,80,27,627,NA,2024-12-02 21:17:34,1,0,8,8,0,0,0.72
